incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude,cvi_zone,buffer,cvi_area
1116187-3501,Fullerton St & Linwood St,DANGEROUS DRUGS,NON-FATAL SHOOTING,3501,35001,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),2024-04-17 13:00:00,1003,10,48238.0,-83.1190511153516,42.3886209069811,Non-CVI,False,Non-CVI
1113427-1304,Fullerton St & Linwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2024-04-17 13:00:00,1003,10,48238.0,-83.1190511153516,42.3886209069811,Non-CVI,False,Non-CVI
871306-1304,W Chicago Blvd & N M 10 Service Drive,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2022-09-29 16:45:00,1005,10,48202.0,-83.0945618981163,42.38269695162569,Non-CVI,False,Non-CVI
711874-0901,Lumpkin St & E 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-03 18:48:00,1102,11,48234.0,-83.08043183652869,42.43292406486415,Live in Peace,False,Live in Peace
1106203-0901,Woodward Ave & E Adams Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-04-01 01:42:00,311,3,48226.0,-83.05089479138557,42.33698895689073,Non-CVI,False,Non-CVI
869591-1304,Buckingham Ave & Munich St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-22 15:57:00,506,5,48224.0,-82.94164432450548,42.39763608627986,Non-CVI,False,Non-CVI
753454-1304,Cadillac Blvd & E Vernor Hwy,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-12-11 03:08:00,508,5,48214.0,-82.98601817168377,42.36693843905353,Non-CVI,False,Non-CVI
1131884-1304,Mackenzie St & Burnette St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-05-25 21:08:00,210,2,48204.0,-83.14107909625422,42.35703463116023,Non-CVI,False,Non-CVI
864860-1304,Jane St & Chalmers St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-14 21:20:00,909,9,48205.0,-82.97440557160509,42.42011782530263,Detroit Friends & Family,False,Detroit Friends & Family
1102387-1304,Lumpkin St & E Robinwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-03-22 03:19:00,1107,11,48234.0,-83.08032704999088,42.43049912020749,Live in Peace,False,Live in Peace
1102425-2201,Lumpkin St & E Robinwood St,BURGLARY,NON-FATAL SHOOTING,2201,22001,BURGLARY - FORCED ENTRY,2024-03-22 03:19:00,1107,11,48234.0,-83.08032704999088,42.43049912020749,Live in Peace,False,Live in Peace
708338-1304,Pilgrim St & Lauder St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-26 03:00:00,201,2,48227.0,-83.19162613275549,42.40716393914017,Detroit 300,False,Detroit 300
651150-0901,Wagner St & Central St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-04-03 14:27:00,401,4,48210.0,-83.14186585806394,42.33705645630821,Non-CVI,False,Non-CVI
622844-0901,Hessel Ave & Northrop St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-01-11 04:30:00,801,8,,-83.26211753176263,42.44105519149368,Non-CVI,False,Non-CVI
780372-1304,Grand River Ave & Monica St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-02-23 20:23:00,1004,10,48204.0,-83.14132783095559,42.369695347927376,Non-CVI,False,Non-CVI
1128536-1304,Rosemont Ave & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-05-19 03:03:00,807,8,48219.0,-83.22173613319157,42.42997751292455,Detroit Peoples Community,False,Detroit Peoples Community
758613-1304,N M 39 & W 8 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-12-24 01:45:00,804,8,48235.0,-83.21963178153392,42.44418722117115,Detroit Peoples Community,False,Detroit Peoples Community
1093149-1304,Hoover St & E 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-12 03:12:00,901,9,48234.0,-83.00467074898295,42.43442906727236,Non-CVI,False,Non-CVI
741079-1304,Epworth St & Tireman St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-10 22:43:00,1006,10,48210.0,-83.12975140117064,42.35196632868999,Non-CVI,False,Non-CVI
869465-1304,Piedmont St & Joy Rd,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-09-25 01:30:00,607,6,48228.0,-83.22863982813003,42.357682403995966,Force Detroit,False,Force Detroit
1107485-2900,Leonard St & S Bassett St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY                                          ,2024-04-03 18:50:00,411,4,48217.0,-83.14238910012534,42.27797786739278,Non-CVI,False,Non-CVI
1107483-1304,Leonard St & S Bassett St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2024-04-03 18:50:00,411,4,48217.0,-83.14238910012534,42.27797786739278,Non-CVI,False,Non-CVI
863286-1304,Keystone St & Cordova St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-11 00:00:00,1103,11,48234.0,-83.05156648717306,42.44248444135742,Non-CVI,False,Non-CVI
828740-0901,Parsons St & Woodward Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-06-22 04:24:00,309,3,48201.0,-83.05863865054975,42.34854315546423,Non-CVI,False,Non-CVI
856721-0901,E Vernor Hwy & Manistique St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-08-27 03:35:00,510,5,48215.0,-82.94620502078745,42.381599536413056,Non-CVI,False,Non-CVI
701487-1304,Ford Rd & S M 39 Service Drive,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-08 01:22:00,612,6,48228.0,-83.21601914335781,42.3291187890054,Force Detroit,False,Force Detroit
869653-1304,Seneca St & Peter Hunt St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-25 14:40:00,701,7,48213.0,-83.01795011561805,42.39202942819284,Non-CVI,False,Non-CVI
844581-1304,W Outer Dr & Glendale St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-07-29 03:57:00,603,6,48223.0,-83.26111823107667,42.3799429933344,Non-CVI,False,Non-CVI
861338-1304,E Winchester Ave & Omira St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-09-06 19:05:00,1101,11,48203.0,-83.09635889355148,42.44470613376183,Live in Peace,False,Live in Peace
868591-1304,Indiana St & Eaton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-22 20:30:00,1001,10,48238.0,-83.15740112753835,42.39800587596734,Non-CVI,False,Non-CVI
725500-0901,W Baltimore St & Woodward Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-29 01:12:00,306,3,48202.0,-83.07210317603763,42.36842079366266,Non-CVI,False,Non-CVI
722953-1304,Orangelawn St & Wyoming St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-29 01:15:00,208,2,48204.0,-83.1583474067359,42.36920373625805,Non-CVI,False,Non-CVI
723113-2900,Orangelawn St & Wyoming St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-09-29 01:15:00,208,2,48204.0,-83.1583474067359,42.36920373625805,Non-CVI,False,Non-CVI
721657-2900,Chalmers St & E Warren Ave,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-09-25 19:01:00,503,5,48215.0,-82.95883736028489,42.3954554938188,Non-CVI,False,Non-CVI
721625-1304,Chalmers St & E Warren Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-25 19:01:00,503,5,48215.0,-82.95883736028489,42.3954554938188,Non-CVI,False,Non-CVI
840006-1304,Harper Ave & Cadieux Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-07-19 02:31:00,504,5,48224.0,-82.93662829205026,42.41645115121537,Detroit Friends & Family,False,Detroit Friends & Family
716137-1304,W Warren Ave & W I 96,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-12 20:09:00,304,3,48208.0,-83.09660548568844,42.34642236782064,Non-CVI,False,Non-CVI
1129524-1304,Eliot St & Saint Antoine St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2024-05-22 23:51:00,312,3,48201.0,-83.05020522568432,42.34953024971428,Non-CVI,False,Non-CVI
975330-1304,Gietzen St & Albion St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-06-05 17:10:00,904,9,48234.0,-83.00545399053796,42.42538931449005,Non-CVI,False,Non-CVI
866354-1304,Sylvester St & Gratiot Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-18 02:00:00,707,7,48207.0,-83.02526051423904,42.36284754953096,Non-CVI,False,Non-CVI
866874-1304,Mount Elliott St & E 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-19 05:51:00,1104,11,48234.0,-83.03893911470536,42.4336899349584,Non-CVI,False,Non-CVI
867243-1304,Beard St & Lexington St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-19 20:10:00,409,4,48209.0,-83.112717202856,42.30626619261095,Non-CVI,False,Non-CVI
867244-2900,Beard St & Lexington St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-09-19 20:10:00,409,4,48209.0,-83.112717202856,42.30626619261095,Non-CVI,False,Non-CVI
712577-1304,Hessel Ave & Northrop St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-05 23:39:00,801,8,,-83.26211753176263,42.44105519149368,Non-CVI,False,Non-CVI
712458-1304,Florence St & Meyers Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-05 15:15:00,1210,12,48235.0,-83.16986957223908,42.41197714115723,New Era CC,False,New Era CC
712297-1304,Greenview Ave & Paul Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-05 05:04:00,612,6,48228.0,-83.22174945023067,42.33606296492999,Force Detroit,False,Force Detroit
867326-1304,Lesure St & W Outer Dr,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-09-18 00:00:00,1206,12,48235.0,-83.18234210153801,42.4201758426176,New Era CC,False,New Era CC
1136252-1304,W Chicago St & Schaefer Hwy,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-06-07 01:00:00,208,2,48228.0,-83.17772752322654,42.3658008711804,Non-CVI,False,Non-CVI
709355-1304,Margareta St & Whitcomb St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-29 03:00:00,1206,12,48235.0,-83.19728075574973,42.426865869063015,Detroit Peoples Community,False,Detroit Peoples Community
709065-1304,Lesure St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-28 04:15:00,1206,12,48235.0,-83.18234210153801,42.4201758426176,New Era CC,False,New Era CC
715789-1304,Emerald Springs Cir & Syracuse Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-11 20:29:00,1111,11,48212.0,-83.04455369700786,42.41106289253867,Non-CVI,False,Non-CVI
708282-1304,Wildemere St & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-26 02:15:00,1005,10,48206.0,-83.11460098356524,42.3712960783294,Non-CVI,False,Non-CVI
862979-1304,Plymouth Rd & Cheyenne St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2022-09-10 05:00:00,208,2,48227.0,-83.17433170139611,42.37310757679835,Non-CVI,False,Non-CVI
866356-1304,Indiana St & W McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-17 23:25:00,1208,12,48221.0,-83.15814391810581,42.416982120680096,Non-CVI,False,Non-CVI
864458-0901,Greenfield Rd & Birch St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-09-13 19:05:00,814,8,48227.0,-83.19819270407079,42.3886872445091,Detroit 300,False,Detroit 300
868006-1304,Radnor St & Linville St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-21 13:23:00,505,5,48224.0,-82.92287212468291,42.41678482091118,Non-CVI,False,Non-CVI
768334-1304,Bentler St & Santa Clara Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-09-11 00:00:00,806,8,48219.0,-83.25298294271977,42.4188629046594,Non-CVI,False,Non-CVI
1131715-1304,Newport St & Camden Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-05-22 23:46:00,910,9,48213.0,-82.96883996456432,42.406268651522645,Detroit Friends & Family,False,Detroit Friends & Family
866918-1304,Annott St & Greiner St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-18 23:37:00,905,9,48205.0,-83.00189098663478,42.42728903037515,Non-CVI,False,Non-CVI
866931-2900,Annott St & Greiner St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-09-18 23:37:00,905,9,48205.0,-83.00189098663478,42.42728903037515,Non-CVI,False,Non-CVI
835003-1304,Grand River Ave & Shiawassee Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-07-07 01:30:00,805,8,48219.0,-83.27246327115213,42.42264917857983,Non-CVI,False,Non-CVI
867219-0901,Westfield St & Stout St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-09-19 18:20:00,606,6,48228.0,-83.23964992070943,42.36286236357127,Force Detroit,False,Force Detroit
866383-1304,Meyers Rd & Oakman Blvd,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-09-17 23:27:00,208,2,48228.0,-83.16761287574506,42.35646886126252,Non-CVI,False,Non-CVI
864723-1304,Fargo St & Fenmore St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-14 14:00:00,804,8,48235.0,-83.21831086255995,42.4390250577055,Detroit Peoples Community,False,Detroit Peoples Community
866850-0901,Fleming St & E 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-09-18 21:19:00,1107,11,48234.0,-83.07928801890652,42.43292341340016,Live in Peace,False,Live in Peace
864312-0902,Joy Rd & Heyden St,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),902,9002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),2022-09-13 11:50:00,606,6,48228.0,-83.23837575194925,42.357531803043926,Force Detroit,False,Force Detroit
866851-1304,E Winchester Ave & Coventry St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-19 02:30:00,1101,11,48203.0,-83.10170490848905,42.44460207813861,Live in Peace,False,Live in Peace
856639-1304,Burt Rd & Florence St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-28 00:37:00,810,8,48219.0,-83.24750908042114,42.40955150271428,Non-CVI,False,Non-CVI
687621-0901,Linwood St & W Grand Blvd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-03 05:09:00,304,3,48208.0,-83.09994573062788,42.36031223308983,Non-CVI,False,Non-CVI
666463-0901,Fenkell St & Ward St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-05-14 21:48:00,1210,12,48227.0,-83.1736962245648,42.40217528686146,New Era CC,False,New Era CC
864795-5201,Plum St & 3rd St,WEAPONS OFFENSES,NON-FATAL SHOOTING,5201,52001,WEAPONS OFFENSE - CONCEALED,2022-09-07 14:43:00,311,3,48226.0,-83.0594838019747,42.33523849340291,Non-CVI,False,Non-CVI
861776-1304,Plum St & 3rd St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-07 14:43:00,311,3,48226.0,-83.0594838019747,42.33523849340291,Non-CVI,False,Non-CVI
803871-1304,Mettetal St & Glendale St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-04-24 00:30:00,605,6,48227.0,-83.20636118622387,42.38223779135716,Detroit 300,False,Detroit 300
1138879-1304,Eaton St & Lesure St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-06-12 23:46:00,202,2,48227.0,-83.18102297057004,42.39720190501907,New Era CC,False,New Era CC
1138925-2900,Eaton St & Lesure St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2024-06-12 23:46:00,202,2,48227.0,-83.18102297057004,42.39720190501907,New Era CC,False,New Era CC
865860-1304,Chatsworth St & Linville St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-17 03:19:00,504,5,48224.0,-82.94998061964446,42.40683959160626,Non-CVI,False,Non-CVI
708686-1304,Sheridan St & Goethe Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-08-27 00:00:00,708,7,48214.0,-83.00924187587034,42.36332871142741,Non-CVI,False,Non-CVI
1134439-0902,Fenkell St & Bramell St,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),902,9002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),2024-06-02 01:40:00,809,8,48223.0,-83.26435965284794,42.40025934522221,Non-CVI,False,Non-CVI
743586-0901,Collingham Dr & Kelly Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-11-17 09:04:00,903,9,48205.0,-82.94284529205882,42.44825325032596,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
732964-1304,Carrie St & Emery St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-10-21 21:35:00,1104,11,48234.0,-83.03080520935451,42.43588100880607,Non-CVI,False,Non-CVI
743884-1304,Rex St & E 8 Mile Rd,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2021-07-06 02:00:00,902,9,48205.0,-82.95865013828077,42.45001536774353,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
688605-0901,Rex St & E 8 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2021-07-06 02:00:00,902,9,48205.0,-82.95865013828077,42.45001536774353,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
715982-0901,Brinker St & E 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-12 12:56:00,1102,11,48234.0,-83.07396450107514,42.43292888395927,Live in Peace,False,Live in Peace
862770-4801,Hartwell St & Schoolcraft St,OBSTRUCTING THE POLICE,NON-FATAL SHOOTING,4801,48000,OBSTRUCTING POLICE,2022-09-09 09:40:00,203,2,48227.0,-83.17692049896169,42.38805412457256,New Era CC,False,New Era CC
862593-1304,Hartwell St & Schoolcraft St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-09 09:40:00,203,2,48227.0,-83.17692049896169,42.38805412457256,New Era CC,False,New Era CC
858104-1304,Griggs St & Grove St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-31 02:55:00,1210,12,48221.0,-83.16345285494276,42.414435776178166,New Era CC,False,New Era CC
863098-0903,Michigan Ave & Joe St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2022-09-10 07:00:00,406,4,48210.0,-83.11652286557083,42.33115184621847,Non-CVI,False,Non-CVI
714367-0901,Fenkell St & Roselawn St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-09 23:22:00,1001,10,48238.0,-83.15150087945854,42.40258039462445,Non-CVI,False,Non-CVI
1127844-1304,Lahser Rd & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-05-19 17:27:00,805,8,48219.0,-83.25828825431547,42.42912913317144,Non-CVI,False,Non-CVI
694360-1304,Washington Blvd & Park Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-20 19:40:00,311,3,48226.0,-83.05121151712476,42.33584810177427,Non-CVI,False,Non-CVI
860585-1304,Park Dr & Corbett Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-09-04 23:15:00,910,9,48213.0,-82.97850039082564,42.40559198366204,Detroit Friends & Family,False,Detroit Friends & Family
1077153-0903,Longview St & Conner St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2024-01-22 06:55:00,910,9,48213.0,-82.9943485580126,42.40233933661222,Detroit Friends & Family,False,Detroit Friends & Family
1102365-2900,Bonita St & Duchess St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2024-03-21 23:20:00,911,9,48224.0,-82.96328744548721,42.41525593937208,Detroit Friends & Family,False,Detroit Friends & Family
1102330-1304,Bonita St & Duchess St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-03-21 23:20:00,911,9,48224.0,-82.96328744548721,42.41525593937208,Detroit Friends & Family,False,Detroit Friends & Family
698392-1304,Plymouth Rd & Robson St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-31 06:30:00,207,2,48227.0,-83.19208837346234,42.37271958886894,Detroit 300,False,Detroit 300
864148-1304,Klinger St & Moran St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-13 00:00:00,1107,11,48212.0,-83.06801584115493,42.423346098652,Live in Peace,False,Live in Peace
865921-2900,Klinger St & Moran St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-09-13 00:00:00,1107,11,48212.0,-83.06801584115493,42.423346098652,Live in Peace,False,Live in Peace
1137005-1304,Woodlawn Ave & Gratiot Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2024-06-08 13:38:00,501,5,48213.0,-83.00083116341935,42.39979578951864,Non-CVI,False,Non-CVI
856563-0901,Sherwood St & E 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-08-26 21:53:00,1109,11,48234.0,-83.034042037032,42.43377880919343,Non-CVI,False,Non-CVI
859023-1304,Christy St & Gunston St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-01 15:08:00,909,9,48205.0,-82.99952239637175,42.41460519271846,Non-CVI,False,Non-CVI
657954-0901,Grandmont Ave & Belton Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-04-23 00:00:00,611,6,48228.0,-83.20859022344234,42.35253117412037,Non-CVI,False,Non-CVI
1071312-1304,Brock St & Fairmount Dr,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2024-01-06 20:06:00,903,9,48205.0,-82.96340707767857,42.444584901525886,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
