incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude,cvi_zone,buffer,cvi_area
1042878-0901,Harrell St & Camden Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-11-01 10:14:00,910,9,48213.0,-82.98415738948692,42.40082693181655,Detroit Friends & Family,False,Detroit Friends & Family
982563-1304,Woodrow St & Tireman St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2023-06-22 08:30:00,1006,10,48204.0,-83.11838467448813,42.3534407337484,Non-CVI,False,Non-CVI
1192028-0901,Anglin St & Conant St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-10-06 02:01:00,1102,11,48234.0,-83.07504881232478,42.434850341445134,Live in Peace,False,Live in Peace
1343075-1304,Charleston St & W Savannah St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-09-29 19:05:00,1205,12,48203.0,-83.10696069450007,42.42535208221161,Non-CVI,False,Non-CVI
1342133-1304,Joy Rd & Vaughan St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-09-27 22:15:00,606,6,48228.0,-83.23714492482091,42.35755692361423,Force Detroit,False,Force Detroit
1340378-1304,W Vernor Hwy & Military St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-23 21:19:00,409,4,48209.0,-83.10687915416877,42.31577959688741,Non-CVI,False,Non-CVI
1311084-1304,Puritan St & Bramell St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-20 01:48:00,809,8,48219.0,-83.26467339515968,42.407886139358894,Non-CVI,False,Non-CVI
1335740-1304,Pembroke Ave & Kentfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-08-24 04:54:00,802,8,48219.0,-83.24257894699068,42.4367089217291,Detroit Peoples Community,False,Detroit Peoples Community
890991-0901,S Liddesdale St & Toronto St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-11-15 14:01:00,411,4,48217.0,-83.1500625121728,42.2768095580402,Non-CVI,False,Non-CVI
890860-1304,S Liddesdale St & Toronto St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-11-15 14:01:00,411,4,48217.0,-83.1500625121728,42.2768095580402,Non-CVI,False,Non-CVI
1037564-1304,Van Dyke St & Stockton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-10-20 19:07:00,1105,11,48234.0,-83.02405471811781,42.42874938644864,Non-CVI,False,Non-CVI
635606-1304,Harlow St & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-02-18 16:00:00,804,8,48235.0,-83.21610838024274,42.43011021085892,Detroit Peoples Community,False,Detroit Peoples Community
1021111-1304,Lakepointe St & Morang Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-09-14 21:13:00,907,9,48224.0,-82.94778978251496,42.42523525017543,Detroit Friends & Family,False,Detroit Friends & Family
1202236-1304,Chalmers St & Hampshire St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-10-30 03:14:00,910,9,48213.0,-82.96536018215586,42.4061109345102,Detroit Friends & Family,False,Detroit Friends & Family
1342123-1304,W McNichols Rd & Meyers Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-27 17:39:00,1207,12,48235.0,-83.17011941380359,42.41666578663172,New Era CC,False,New Era CC
1336845-1304,Hughes St & Wildemere St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-15 23:48:00,1212,12,48238.0,-83.13247136651441,42.40538365487448,Non-CVI,False,Non-CVI
1265139-1304,Saint Aubin St & E Larned St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-04-09 01:10:00,709,7,48207.0,-83.02836299566307,42.33681229412801,Non-CVI,False,Non-CVI
1216548-0901,Liberal St & Schoenherr St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-12-03 15:45:00,902,9,48205.0,-82.98529244296688,42.43953566747796,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1160013-0901,Five Points St & Frisbee St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-07-27 16:45:00,801,8,,-83.28750702231555,42.4348886926479,Non-CVI,False,Non-CVI
942124-1304,La Salle Blvd & W Davison St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2023-03-25 07:40:00,1003,10,48238.0,-83.11912816034383,42.39409761014405,Non-CVI,False,Non-CVI
967665-0901,Pinehurst St & Fullerton St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-05-21 19:55:00,205,2,48238.0,-83.16532834707729,42.38057946903862,Non-CVI,False,Non-CVI
824031-1304,Cloverlawn St & W Davison St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-06-11 00:26:00,1002,10,48238.0,-83.15181354282979,42.386191237968006,Non-CVI,False,Non-CVI
634419-1304,Capitol St & Cheyenne St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-02-15 03:20:00,205,2,48227.0,-83.17449149339198,42.37742713722854,Non-CVI,False,Non-CVI
635001-1304,McKinney Ave & Morang Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-02-14 04:38:00,907,9,48224.0,-82.94160561090337,42.4227088284096,Detroit Friends & Family,False,Detroit Friends & Family
1042205-1304,Marlborough St & E Warren Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-10-30 14:31:00,503,5,48224.0,-82.95787669950991,42.39580271055976,Non-CVI,False,Non-CVI
1343613-0901,E Jefferson Ave & Iroquois St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-10-01 06:00:00,711,7,48214.0,-82.99120446585665,42.35377675462394,Non-CVI,False,Non-CVI
1040518-1304,Kelly Rd & Hazelridge St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-10-26 19:52:00,907,9,48224.0,-82.96048344809822,42.424776569481885,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1327068-0901,Verne St & Rutherford St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-08-24 00:00:00,812,8,48235.0,-83.20456229828815,42.41222146979869,Non-CVI,False,Non-CVI
1314055-0901,Gilbert St & Gladys St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-07-26 14:05:00,402,4,48210.0,-83.12819249713223,42.33954324335851,Non-CVI,False,Non-CVI
1319241-1304,Mackenzie St & Mark Twain St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-08-05 22:00:00,207,2,48228.0,-83.18469158155897,42.35603452226446,Non-CVI,False,Non-CVI
1203916-1304,Livernois Ave & Devereaux St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-11-03 01:29:00,402,4,48210.0,-83.12627860062845,42.33931378079949,Non-CVI,False,Non-CVI
1203917-0901,Livernois Ave & Devereaux St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-11-03 01:29:00,402,4,48210.0,-83.12627860062845,42.33931378079949,Non-CVI,False,Non-CVI
780474-1304,Hubbell & W 8 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-29 19:30:00,1201,12,,-83.19073937801501,42.44499433631313,Non-CVI,False,Non-CVI
1320746-0901,E Grixdale St & Fleming St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-08-09 21:57:00,1107,11,48234.0,-83.07917193582621,42.428307153583,Live in Peace,False,Live in Peace
1342406-1304,Trojan St & Trinity St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-28 03:00:00,802,8,48219.0,-83.25023818279563,42.4400725704585,Non-CVI,False,Non-CVI
1034547-0901,Brock St & Bringard Dr,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-10-14 11:15:00,903,9,48205.0,-82.96349878433487,42.44636318893421,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1033353-1304,Collingham Dr & Regent Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-10-11 20:04:00,902,9,48205.0,-82.97580093111858,42.44787415541232,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1301330-1304,Park Dr & Flanders St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-28 23:59:00,909,9,48205.0,-82.98469252451704,42.41532697788945,Detroit Friends & Family,False,Detroit Friends & Family
1343618-1304,Waltham St & Greiner St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-27 01:39:00,905,9,48205.0,-82.99456737727364,42.42745500250121,Non-CVI,False,Non-CVI
1041422-1304,Freeland St & Intervale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2023-10-29 01:01:00,202,2,48227.0,-83.18506857543463,42.391093146943625,New Era CC,False,New Era CC
803184-1304,Plymouth Rd & N M 39,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-04-21 23:32:00,605,6,48227.0,-83.21658970667126,42.37226505746728,Detroit 300,False,Detroit 300
898145-1304,Lakewood St & Harper Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-12-04 05:10:00,910,9,48213.0,-82.96603661343076,42.40424199683701,Detroit Friends & Family,False,Detroit Friends & Family
1037064-1304,Lauder St & Tyler St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2023-10-19 21:00:00,204,2,48227.0,-83.19034674890085,42.38400653497974,Detroit 300,False,Detroit 300
708962-1304,Chalfonte St & Littlefield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-27 19:57:00,203,2,48227.0,-83.17577794058366,42.3999526181315,New Era CC,False,New Era CC
710241-1304,Yolanda St & Van Dyke St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-27 22:07:00,1105,11,48234.0,-83.02438174097846,42.43797639080753,Non-CVI,False,Non-CVI
1031049-1304,Martin Luther King Jr Blvd & 2nd Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-10-06 19:52:00,309,3,48201.0,-83.06295567588276,42.34489247151902,Non-CVI,False,Non-CVI
709269-0901,Dearing St & Dequindre St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-08-28 14:10:00,1110,11,48212.0,-83.07663919952519,42.40833088154478,Non-CVI,False,Non-CVI
709320-1304,Ohio St & Santa Maria St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-29 00:15:00,1208,12,48221.0,-83.15604870306628,42.41882476817116,Non-CVI,False,Non-CVI
1300957-1304,W Grand Blvd & Lincoln St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-28 03:40:00,1008,10,48202.0,-83.08259027063764,42.36679265108998,Non-CVI,False,Non-CVI
1038013-0903,W 7 Mile Rd & Manor St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2023-10-21 19:50:00,1202,12,48221.0,-83.16964039889615,42.43126034384031,Non-CVI,False,Non-CVI
1133374-1304,Collingham Dr & Boulder St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-05-31 19:10:00,903,9,48205.0,-82.95370951823156,42.44832813708312,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1330462-1304,Utica Ave & Bryden St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-09-01 07:59:00,1004,10,48204.0,-83.14572693042484,42.37700142608471,Non-CVI,False,Non-CVI
1307104-1304,Maddelein St & Kelly Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-11 15:35:00,903,9,,-82.95172132515577,42.4363474937088,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
908647-1304,E I 94 Service Drive & Moross Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-12-31 01:15:00,505,5,48236.0,-82.92827293252526,42.42438460294285,Non-CVI,False,Non-CVI
1018358-0901,McClellan St & Goethe Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2023-09-08 17:00:00,708,7,48214.0,-82.99255920391502,42.36990754749779,Non-CVI,False,Non-CVI
1188481-0901,S Martindale St & Colfax St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-09-27 22:21:00,1006,10,48204.0,-83.13366213029086,42.35960275788624,Non-CVI,False,Non-CVI
1263899-1304,32nd St & Michigan Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-04-06 15:05:00,406,4,48210.0,-83.10951962607535,42.33119316861516,Non-CVI,False,Non-CVI
632917-1304,Reno St & Pinewood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-02-09 23:28:00,902,9,48205.0,-82.9828784867674,42.43865841004747,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
778880-1304,Algonac St & Linnhurst St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-02-07 22:10:00,904,9,48234.0,-83.010525697223,42.430676489845006,Non-CVI,False,Non-CVI
632349-0901,Algonac St & Linnhurst St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-02-07 22:10:00,904,9,48234.0,-83.010525697223,42.430676489845006,Non-CVI,False,Non-CVI
1327072-1304,Wadsworth St & Longacre St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-08-24 05:13:00,605,6,48227.0,-83.21451890485304,42.37448592208628,Detroit 300,False,Detroit 300
1330784-1304,Margareta St & Grandville Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-09-01 19:51:00,807,8,48219.0,-83.23207949530851,42.42662012553663,Detroit Peoples Community,False,Detroit Peoples Community
1338940-1304,W McNichols Rd & Harlow St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-09-20 16:50:00,808,8,48235.0,-83.2155918425009,42.415632607746005,Non-CVI,False,Non-CVI
778879-1304,Schoolcraft St & Wyoming St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-02-07 15:00:00,203,2,48238.0,-83.15906189480116,42.388510205176665,Non-CVI,False,Non-CVI
730104-1304,Fenton St & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-15 12:50:00,805,8,48219.0,-83.28298502054213,42.42873213287814,Non-CVI,False,Non-CVI
1066424-0901,Rockdale St & Verne St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-12-25 22:25:00,809,8,48219.0,-83.25847852871613,42.41119900609086,Non-CVI,False,Non-CVI
1311286-1304,Braile St & Verne St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-07-20 13:44:00,810,8,48219.0,-83.24538492296958,42.41140526137739,Non-CVI,False,Non-CVI
1179309-0901,Gratiot Ave & Farmer St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-09-07 10:14:00,312,3,48226.0,-83.0467609268487,42.333447952904166,Non-CVI,False,Non-CVI
708692-1304,Sussex St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-27 01:30:00,1206,12,48235.0,-83.19576067662905,42.41972801453013,Non-CVI,False,Non-CVI
708650-1304,Cheyenne St & W 8 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-27 01:10:00,1202,12,,-83.17673956301675,42.445282265323065,Non-CVI,False,Non-CVI
632122-1304,Verne St & Littlefield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-02-07 00:00:00,1210,12,48235.0,-83.17647956244389,42.41479936211306,New Era CC,False,New Era CC
872804-0901,Appoline St & Chippewa St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2022-10-03 19:57:00,1202,12,48235.0,-83.17216291748232,42.44070516555289,Non-CVI,False,Non-CVI
1295459-0901,Pembroke Ave & Archdale St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-06-15 15:30:00,804,8,48235.0,-83.21728009047268,42.437284443328345,Detroit Peoples Community,False,Detroit Peoples Community
1186868-1304,Ralston St & W 8 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2024-09-24 11:12:00,1205,12,48203.0,-83.11748443860186,42.446602023501065,Non-CVI,False,Non-CVI
1008977-0901,Cardoni St & E 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2023-08-19 03:10:00,1101,11,48203.0,-83.09154191892786,42.43260742873846,Live in Peace,False,Live in Peace
1343076-1304,Burns St & E Canfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-29 19:07:00,708,7,48214.0,-83.00376210129357,42.374206300706405,Non-CVI,False,Non-CVI
1025225-1304,Keeler Ave & Stansbury St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2023-09-24 06:00:00,201,2,48227.0,-83.18236868959282,42.40381698030549,New Era CC,False,New Era CC
1026428-0901,Melbourne St & Oakland St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-09-25 00:00:00,302,3,48202.0,-83.0684659720212,42.379739109108,Non-CVI,False,Non-CVI
632690-0901,Collingham Dr & Goulburn St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-02-09 00:45:00,901,9,48205.0,-82.9941469367434,42.44742846353409,Wayne Metro/Team Pursuit,True,Wayne Metro/Team Pursuit
860937-1304,Thatcher St & Prevost St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-05 20:13:00,808,8,48235.0,-83.20370979650238,42.42111989485252,Non-CVI,False,Non-CVI
626054-0901,Wildemere St & W Philadelphia St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-01-19 20:11:00,1007,10,48206.0,-83.11062242678368,42.365890220243685,Non-CVI,False,Non-CVI
751317-1304,Conner St & Camden Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-14 23:33:00,910,9,48213.0,-82.9908144427788,42.398625023441454,Detroit Friends & Family,True,Detroit Friends & Family
1326383-1304,Vancouver St & Carbondale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-08-22 13:20:00,1006,10,48204.0,-83.13536773123353,42.353154215357854,Non-CVI,False,Non-CVI
632161-0901,Casino St & Lansdowne St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-02-07 01:32:00,907,9,48224.0,-82.9496654893511,42.42829266394825,Detroit Friends & Family,False,Detroit Friends & Family
626050-1304,Wildemere St & W Philadelphia St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-01-19 20:11:00,1007,10,48206.0,-83.11062242678368,42.365890220243685,Non-CVI,False,Non-CVI
1196951-0901,Joy Rd & Prevost St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-10-11 18:48:00,608,6,48228.0,-83.20079335477162,42.3581503152907,Non-CVI,False,Non-CVI
1194582-1304,Joy Rd & Prevost St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-10-11 18:48:00,608,6,48228.0,-83.20079335477162,42.3581503152907,Non-CVI,False,Non-CVI
